,ua,insc,estado_civil,sit_lab_alumno,tipo_res_nuevo,sit_lab_padres,estudios_padres
1175,FCEQN,FCEQN-6028,1.0,NC,-1.0,-1,1.0
1176,FCEQN,FCEQN-6079,1.0,NC,-1.0,-1,1.0
1177,FCEQN,FCEQN-6387,1.0,NC,-1.0,4,5.0
1178,FCEQN,FCEQN-6034,1.0,NC,1.0,4,5.0
1179,FCEQN,FCEQN-6137,1.0,NC,2.0,-1,1.0
1180,FCEQN,FCEQN-6035,1.0,NC,-1.0,-1,1.0
1181,FCEQN,FCEQN-5899,1.0,NC,-1.0,-1,1.0
1182,FCEQN,FCEQN-6059,1.0,NC,-1.0,-1,1.0
1183,FCEQN,FCEQN-6451,1.0,NC,2.0,-1,-1.0
1184,FCEQN,FCEQN-6152,1.0,NC,-1.0,-1,1.0
1185,FCEQN,FCEQN-6373,1.0,NC,-1.0,3,7.0
1186,FCEQN,FCEQN-6331,1.0,NC,-1.0,4,5.0
1187,FCEQN,FCEQN-6455,1.0,NC,-1.0,-1,-1.0
1188,FCEQN,FCEQN-6366,1.0,NC,1.0,4,5.0
1189,FCEQN,FCEQN-6393,1.0,NC,1.0,4,3.0
1190,FCEQN,FCEQN-6342,1.0,NC,1.0,4,3.0
1191,FCEQN,FCEQN-6456,1.0,NC,1.0,-1,-1.0
1192,FCEQN,FCEQN-5138,1.0,NC,4.0,1,5.0
1193,FCEQN,FCEQN-5943,1.0,NC,1.0,1,6.0
1194,FCEQN,FCEQN-6448,1.0,NC,2.0,3,5.0
1195,FCEQN,FCEQN-6372,1.0,NC,1.0,3,7.0
1196,FCEQN,FCEQN-6374,1.0,NC,-1.0,3,7.0
1197,FCEQN,FCEQN-6458,1.0,NC,-1.0,4,3.0
1198,FCEQN,FCEQN-3458,1.0,1,4.0,3,4.0
1199,FCEQN,FCEQN-5999,1.0,NC,-1.0,-1,1.0
1200,FCEQN,FCEQN-6174,1.0,NC,1.0,-1,1.0
1201,FCEQN,FCEQN-5859,1.0,NC,-1.0,-1,1.0
1202,FCEQN,FCEQN-5834,1.0,NC,-1.0,-1,1.0
1203,FCEQN,FCEQN-5919,1.0,NC,-1.0,-1,1.0
1204,FCEQN,FCEQN-5972,1.0,NC,-1.0,-1,1.0
1205,FCEQN,FCEQN-6207,1.0,NC,-1.0,-1,1.0
1206,FCEQN,FCEQN-5883,1.0,NC,-1.0,-1,1.0
1207,FCEQN,FCEQN-5963,1.0,NC,-1.0,-1,1.0
1208,FCEQN,FCEQN-6206,6.0,NC,-1.0,-1,1.0
1209,FCEQN,FCEQN-6250,1.0,NC,1.0,4,4.0
1210,FCEQN,FCEQN-5904,1.0,NC,-1.0,-1,1.0
1211,FCEQN,FCEQN-6223,1.0,NC,1.0,4,1.0
1212,FCEQN,FCEQN-6221,2.0,NC,1.0,4,3.0
1213,FCEQN,FCEQN-6315,1.0,NC,-1.0,3,5.0
1214,FCEQN,FCEQN-6054,1.0,NC,-1.0,-1,1.0
1215,FCEQN,FCEQN-5865,1.0,NC,1.0,4,3.0
1216,FCEQN,FCEQN-5669,2.0,NC,4.0,3,3.0
1217,FCEQN,FCEQN-6425,1.0,NC,1.0,1,5.0
1218,FCEQN,FCEQN-6323,1.0,NC,-1.0,1,5.0
1219,FCEQN,FCEQN-6461,1.0,NC,-1.0,-1,-1.0
1220,FCEQN,FCEQN-5874,1.0,NC,2.0,-1,4.0
1221,FCEQN,FCEQN-6464,1.0,NC,-1.0,-1,-1.0
1222,FCEQN,FCEQN-6150,1.0,NC,-1.0,-1,1.0
1223,FCEQN,FCEQN-6465,1.0,NC,2.0,4,5.0
1224,FCEQN,FCEQN-6103,1.0,NC,1.0,-1,1.0
1225,FCEQN,FCEQN-6235,1.0,NC,-1.0,-1,1.0
1226,FCEQN,FCEQN-6063,1.0,NC,1.0,-1,1.0
1227,FCEQN,FCEQN-5970,1.0,NC,1.0,-1,1.0
1228,FCEQN,FCEQN-5476,1.0,NC,2.0,1,4.0
1229,FCEQN,FCEQN-6467,1.0,NC,1.0,-1,1.0
1230,FCEQN,FCEQN-5965,1.0,NC,1.0,-1,1.0
1231,FCEQN,FCEQN-5915,1.0,NC,-1.0,-1,1.0
1232,FCEQN,FCEQN-6468,1.0,NC,1.0,-1,-1.0
1233,FCEQN,FCEQN-6469,1.0,NC,1.0,-1,1.0
1234,FCEQN,FCEQN-6470,1.0,NC,1.0,-1,1.0
1235,FCEQN,FCEQN-5736,1.0,NC,4.0,3,5.0
1236,FCEQN,FCEQN-6471,1.0,NC,-1.0,-1,-1.0
1237,FCEQN,FCEQN-5751,1.0,NC,1.0,-1,5.0
1238,FCEQN,FCEQN-6285,1.0,NC,2.0,-1,4.0
1239,FCEQN,FCEQN-6350,1.0,NC,-1.0,4,3.0
1240,FCEQN,FCEQN-6313,1.0,NC,1.0,-1,-1.0
1241,FCEQN,FCEQN-6096,1.0,NC,3.0,-1,1.0
1242,FCEQN,FCEQN-6246,1.0,NC,1.0,-1,1.0
1243,FCEQN,FCEQN-6472,1.0,NC,1.0,-1,1.0
1244,FCEQN,FCEQN-6473,1.0,NC,1.0,-1,1.0
1245,FCEQN,FCEQN-6045,1.0,NC,-1.0,-1,1.0
1246,FCEQN,FCEQN-6307,1.0,NC,1.0,4,3.0
1247,FCEQN,FCEQN-6474,1.0,NC,1.0,-1,1.0
1248,FCEQN,FCEQN-6056,1.0,NC,2.0,-1,1.0
1249,FCEQN,FCEQN-6222,1.0,NC,2.0,-1,1.0
1250,FCEQN,FCEQN-6475,1.0,NC,-1.0,-1,-1.0
1251,FCEQN,FCEQN-5435,1.0,NC,4.0,3,5.0
1252,FCEQN,FCEQN-6476,1.0,NC,1.0,4,5.0
1253,FCEQN,FCEQN-6182,1.0,NC,1.0,-1,1.0
1254,FCEQN,FCEQN-5706,1.0,NC,4.0,3,5.0
1255,FCEQN,FCEQN-6479,1.0,NC,-1.0,-1,-1.0
1256,FCEQN,FCEQN-6398,1.0,NC,-1.0,4,5.0
1257,FCEQN,FCEQN-6120,1.0,NC,2.0,4,5.0
1258,FCEQN,FCEQN-6273,1.0,NC,-1.0,-1,1.0
1259,FCEQN,FCEQN-6481,1.0,NC,1.0,-1,1.0
1260,FCEQN,FCEQN-6482,1.0,NC,2.0,-1,1.0
1261,FCEQN,FCEQN-6446,1.0,NC,2.0,-1,1.0
1262,FCEQN,FCEQN-6431,1.0,NC,4.0,1,5.0
1263,FCEQN,FCEQN-6484,1.0,NC,-1.0,-1,-1.0
1264,FCEQN,FCEQN-5847,1.0,NC,2.0,3,3.0
1265,FCEQN,FCEQN-5570,1.0,NC,4.0,-1,-1.0
1266,FCEQN,FCEQN-4631,1.0,Si,4.0,4,3.0
1267,FCEQN,FCEQN-5825,1.0,NC,2.0,4,3.0
1268,FCEQN,FCEQN-6181,1.0,NC,1.0,-1,1.0
1269,FCEQN,FCEQN-5907,1.0,NC,1.0,1,5.0
1270,FCEQN,FCEQN-4250,1.0,1,4.0,1,5.0
1271,FCEQN,FCEQN-5789,1.0,NC,1.0,1,3.0
1272,FCEQN,FCEQN-6298,1.0,NC,-1.0,4,3.0
1273,FCEQN,FCEQN-6485,1.0,NC,2.0,1,4.0
1274,FCEQN,FCEQN-3657,1.0,NC,4.0,-1,1.0
1275,FCEQN,FCEQN-4990,1.0,No,4.0,1,3.0
1276,FCEQN,FCEQN-6423,1.0,NC,1.0,1,5.0
1277,FCEQN,FCEQN-5733,1.0,NC,4.0,1,3.0
1278,FCEQN,981,1.0,No,4.0,2,3.0
1279,FCEQN,FCEQN-6487,1.0,NC,1.0,1,3.0
1280,FCEQN,FCEQN-6027,1.0,NC,-1.0,-1,1.0
1281,FCEQN,FCEQN-5838,1.0,NC,2.0,4,5.0
1282,FCEQN,FCEQN-6379,1.0,NC,1.0,-1,1.0
1283,FCEQN,FCEQN-5908,1.0,NC,-1.0,4,5.0
1284,FCEQN,FCEQN-6161,1.0,NC,2.0,4,3.0
1285,FCEQN,FCEQN-6080,1.0,NC,2.0,4,3.0
1286,FCEQN,3365,2.0,Si,4.0,2,3.0
1287,FCEQN,FCEQN-6100,1.0,NC,2.0,-1,1.0
1288,FCEQN,FCEQN-6040,1.0,NC,3.0,4,3.0
1289,FCEQN,FCEQN-5232,1.0,NC,2.0,3,5.0
1290,FCEQN,FCEQN-4936,1.0,No,1.0,1,3.0
1291,FCEQN,FCEQN-6333,1.0,NC,1.0,1,5.0
1292,FCEQN,FCEQN-5131,1.0,NC,4.0,2,4.0
1293,FCEQN,FCEQN-5882,1.0,NC,2.0,-1,1.0
1294,FCEQN,FCEQN-6074,1.0,NC,2.0,4,3.0
1295,FCEQN,FCEQN-5784,1.0,NC,4.0,1,3.0
1296,FCEQN,FCEQN-5333,1.0,NC,4.0,4,5.0
1297,FCEQN,FCEQN-6236,1.0,NC,1.0,4,5.0
1298,FCEQN,FCEQN-5932,1.0,NC,-1.0,-1,1.0
1299,FCEQN,FCEQN-5390,1.0,NC,4.0,3,3.0
1300,FCEQN,FCEQN-5988,1.0,NC,1.0,-1,1.0
1301,FCEQN,FCEQN-6134,1.0,NC,3.0,-1,1.0
1302,FCEQN,FCEQN-5832,1.0,NC,-1.0,3,3.0
1303,FCEQN,FCEQN-6156,1.0,NC,-1.0,-1,1.0
1304,FCEQN,FCEQN-4707,1.0,Si,4.0,4,5.0
1305,FCEQN,FCEQN-6204,1.0,NC,1.0,1,5.0
1306,FCEQN,FCEQN-5982,1.0,NC,-1.0,1,7.0
1307,FCEQN,FCEQN-6164,1.0,NC,1.0,-1,1.0
1308,FCEQN,FCEQN-6314,1.0,NC,2.0,-1,7.0
1309,FCEQN,FCEQN-6483,1.0,NC,3.0,-1,1.0
1310,FCEQN,FCEQN-5592,1.0,NC,-1.0,-1,-1.0
1311,FCEQN,FCEQN-5392,1.0,NC,4.0,3,3.0
1312,FCEQN,FCEQN-5328,1.0,NC,4.0,1,5.0
1313,FCEQN,FCEQN-5627,1.0,NC,4.0,4,3.0
1314,FCEQN,FCEQN-5800,1.0,NC,4.0,-1,-1.0
1315,FCEQN,FCEQN-5734,1.0,NC,4.0,1,3.0
1316,FCEQN,FCEQN-6047,1.0,NC,2.0,-1,1.0
1317,FCEQN,FCEQN-4988,1.0,Si,4.0,1,5.0
1318,FCEQN,FCEQN-4987,1.0,No,4.0,3,3.0
1319,FCEQN,FCEQN-5261,1.0,NC,4.0,1,5.0
1320,FCEQN,FCEQN-5171,1.0,NC,4.0,1,5.0
1321,FCEQN,FCEQN-5119,1.0,NC,1.0,1,5.0
1322,FCEQN,FCEQN-5466,1.0,NC,4.0,1,5.0
1323,FCEQN,FCEQN-3379,1.0,No,3.0,3,3.0
1324,FCEQN,FCEQN-4193,1.0,No,4.0,1,4.0
1325,FCEQN,FCEQN-6257,1.0,NC,1.0,-1,7.0
1326,FCEQN,FCEQN-5793,1.0,NC,4.0,-1,-1.0
1327,FCEQN,FCEQN-5649,1.0,NC,4.0,1,5.0
1328,FCEQN,FCEQN-1618,2.0,1,2.0,3,5.0
1329,FCEQN,FCEQN-1371,1.0,NC,4.0,-1,-1.0
1330,FCEQN,FCEQN-4173,1.0,No,4.0,4,5.0
1331,FCEQN,FCEQN-3296,1.0,No,4.0,1,5.0
1332,FCEQN,FCEQN-5172,1.0,NC,1.0,1,3.0
1333,FCEQN,3682,1.0,NC,3.0,1,2.0
1334,FCEQN,FCEQN-5666,1.0,NC,2.0,1,5.0
1335,FCEQN,FCEQN-5506,1.0,NC,1.0,3,4.0
1336,FCEQN,FCEQN-2721,1.0,NC,1.0,-1,7.0
1337,FCEQN,FCEQN-3390,1.0,No,4.0,1,3.0
1338,FCEQN,FCEQN-3682,1.0,NC,3.0,-1,-1.0
1339,FCEQN,FCEQN-3456,1.0,No,4.0,-1,5.0
1340,FCEQN,FCEQN-5785,1.0,NC,4.0,3,4.0
1341,FCEQN,FCEQN-5345,1.0,NC,4.0,3,3.0
1342,FCEQN,FCEQN-6116,1.0,NC,-1.0,4,3.0
1343,FCEQN,FCEQN-6303,1.0,NC,-1.0,4,3.0
1344,FCEQN,FCEQN-5308,1.0,NC,4.0,1,3.0
1345,FCEQN,FCEQN-6492,1.0,NC,1.0,-1,-1.0
1346,FCEQN,FCEQN-6496,1.0,NC,1.0,-1,-1.0
1347,FCEQN,FCEQN-6503,1.0,NC,-1.0,-1,-1.0
1348,FCEQN,FCEQN-6505,1.0,NC,-1.0,1,5.0
1349,FCEQN,FCEQN-6506,1.0,NC,1.0,4,3.0
1350,FCEQN,FCEQN-6507,1.0,NC,-1.0,4,5.0
1351,FCEQN,FCEQN-6510,1.0,NC,-1.0,4,3.0
1352,FCEQN,FCEQN-6512,1.0,NC,1.0,4,3.0
1353,FCEQN,FCEQN-6513,1.0,NC,1.0,4,5.0
1354,FCEQN,FCEQN-6514,1.0,NC,1.0,4,3.0
1355,FCEQN,FCEQN-6516,1.0,NC,-1.0,-1,-1.0
1356,FCEQN,FCEQN-5688,1.0,S,1.0,-1,1.0
1357,FCEQN,FCEQN-6517,1.0,NC,1.0,-1,-1.0
1358,FCEQN,FCEQN-6522,2.0,NC,1.0,4,1.0
1359,FCEQN,FCEQN-6524,1.0,NC,1.0,4,5.0
1360,FCEQN,FCEQN-6526,1.0,NC,-1.0,4,3.0
1361,FCEQN,FCEQN-6529,1.0,NC,2.0,4,5.0
1362,FCEQN,FCEQN-6530,1.0,NC,-1.0,-1,-1.0
1363,FCEQN,FCEQN-6533,1.0,NC,-1.0,4,1.0
1364,FCEQN,FCEQN-6536,1.0,NC,-1.0,-1,-1.0
1365,FCEQN,FCEQN-6537,1.0,NC,-1.0,-1,-1.0
1366,FCEQN,FCEQN-6539,1.0,NC,-1.0,-1,-1.0
1367,FCEQN,FCEQN-6540,1.0,NC,-1.0,3,5.0
1368,FCEQN,FCEQN-6542,1.0,NC,-1.0,-1,-1.0
1369,FCEQN,FCEQN-6543,1.0,NC,-1.0,-1,-1.0
1370,FCEQN,FCEQN-6544,1.0,NC,1.0,-1,-1.0
1371,FCEQN,FCEQN-6545,1.0,NC,1.0,4,5.0
1372,FCEQN,FCEQN-6546,1.0,NC,1.0,4,3.0
1373,FCEQN,FCEQN-6548,1.0,NC,-1.0,-1,-1.0
1374,FCEQN,FCEQN-6549,1.0,NC,-1.0,-1,-1.0
1375,FCEQN,FCEQN-6550,1.0,NC,-1.0,-1,-1.0
1376,FCEQN,FCEQN-6551,1.0,NC,-1.0,-1,-1.0
1377,FCEQN,FCEQN-6552,2.0,NC,1.0,4,3.0
1378,FCEQN,FCEQN-6555,1.0,NC,-1.0,-1,-1.0
1379,FCEQN,FCEQN-6556,1.0,NC,-1.0,-1,-1.0
1380,FCEQN,FCEQN-5918,1.0,NC,1.0,4,2.0
1381,FCEQN,FCEQN-5774,1.0,NC,4.0,1,5.0
1382,FCEQN,FCEQN-6559,1.0,NC,-1.0,-1,-1.0
1383,FCEQN,FCEQN-6561,1.0,NC,-1.0,4,5.0
1384,FCEQN,FCEQN-6563,1.0,NC,-1.0,-1,-1.0
1385,FCEQN,FCEQN-1755,1.0,NC,2.0,-1,-1.0
1386,FCEQN,FCEQN-5326,1.0,NC,4.0,3,3.0
1387,FCEQN,FCEQN-4340,1.0,Si,4.0,1,5.0
1388,FCEQN,FCEQN-6569,1.0,NC,1.0,4,3.0
1389,FCEQN,FCEQN-6571,1.0,NC,1.0,4,3.0
1390,FCEQN,FCEQN-6572,1.0,NC,-1.0,-1,-1.0
1391,FCEQN,FCEQN-6574,1.0,NC,-1.0,-1,-1.0
1392,FCEQN,FCEQN-6577,1.0,NC,-1.0,4,3.0
1393,FCEQN,FCEQN-6578,1.0,NC,2.0,-1,-1.0
1394,FCEQN,FCEQN-6582,1.0,NC,-1.0,-1,-1.0
1395,FCEQN,FCEQN-6584,1.0,NC,-1.0,-1,-1.0
1396,FCEQN,FCEQN-6588,1.0,NC,-1.0,4,5.0
1397,FCEQN,FCEQN-5189,1.0,NC,2.0,1,5.0
1398,FCEQN,FCEQN-5213,1.0,NC,1.0,3,5.0
1399,FCEQN,FCEQN-5677,1.0,NC,4.0,1,5.0
1400,FCEQN,FCEQN-6593,1.0,NC,-1.0,-1,-1.0
1401,FCEQN,FCEQN-6595,1.0,NC,-1.0,-1,-1.0
1402,FCEQN,FCEQN-6600,1.0,NC,-1.0,1,5.0
1403,FCEQN,FCEQN-6601,1.0,NC,-1.0,-1,-1.0
1404,FCEQN,FCEQN-6604,1.0,NC,-1.0,4,5.0
1405,FCEQN,FCEQN-6605,1.0,NC,-1.0,4,3.0
1406,FCEQN,FCEQN-6608,1.0,NC,-1.0,-1,-1.0
1407,FCEQN,FCEQN-6609,1.0,NC,-1.0,4,5.0
1408,FCEQN,FCEQN-6611,1.0,NC,-1.0,-1,-1.0
1409,FCEQN,FCEQN-6616,1.0,NC,1.0,4,3.0
1410,FCEQN,FCEQN-6621,1.0,NC,-1.0,-1,-1.0
1411,FCEQN,FCEQN-6622,1.0,NC,-1.0,-1,-1.0
1412,FCEQN,FCEQN-6625,1.0,NC,-1.0,-1,-1.0
1413,FCEQN,FCEQN-6626,1.0,NC,-1.0,4,5.0
1414,FCEQN,FCEQN-6627,1.0,NC,1.0,-1,-1.0
1415,FCEQN,FCEQN-6628,1.0,NC,1.0,-1,-1.0
1416,FCEQN,FCEQN-2777,1.0,No,4.0,1,3.0
1417,FCEQN,FCEQN-6630,2.0,NC,1.0,4,3.0
1418,FCEQN,FCEQN-6633,1.0,NC,1.0,4,3.0
1419,FCEQN,FCEQN-6637,1.0,NC,-1.0,-1,-1.0
1420,FCEQN,FCEQN-6639,1.0,NC,-1.0,4,3.0
1421,FCEQN,FCEQN-6640,1.0,NC,-1.0,-1,-1.0
1422,FCEQN,FCEQN-6643,1.0,NC,-1.0,-1,-1.0
1423,FCEQN,FCEQN-6644,1.0,NC,-1.0,-1,-1.0
1424,FCEQN,FCEQN-6646,1.0,NC,1.0,4,5.0
1425,FCEQN,FCEQN-6648,1.0,NC,-1.0,-1,-1.0
1426,FCEQN,FCEQN-6386,1.0,NC,-1.0,4,5.0
1427,FCEQN,FCEQN-6341,1.0,NC,-1.0,4,5.0
1428,FCEQN,FCEQN-6651,1.0,NC,-1.0,4,3.0
1429,FCEQN,FCEQN-2127,1.0,1,4.0,-1,5.0
1430,FCEQN,FCEQN-6653,1.0,NC,-1.0,-1,-1.0
1431,FCEQN,FCEQN-6654,1.0,NC,-1.0,-1,-1.0
1432,FCEQN,FCEQN-6658,1.0,NC,-1.0,-1,-1.0
1433,FCEQN,FCEQN-6660,3.0,NC,-1.0,1,4.0
1434,FCEQN,FCEQN-6662,1.0,NC,-1.0,-1,-1.0
1435,FCEQN,FCEQN-6664,1.0,NC,-1.0,4,2.0
1436,FCEQN,FCEQN-6665,1.0,NC,-1.0,-1,7.0
1437,FCEQN,FCEQN-6667,1.0,NC,-1.0,4,7.0
1438,FCEQN,FCEQN-6670,1.0,NC,-1.0,4,3.0
1439,FCEQN,FCEQN-6672,1.0,NC,-1.0,-1,-1.0
1440,FCEQN,FCEQN-6674,1.0,NC,-1.0,-1,-1.0
1441,FCEQN,FCEQN-6676,1.0,NC,-1.0,-1,-1.0
1442,FCEQN,FCEQN-6677,1.0,NC,1.0,4,3.0
1443,FCEQN,FCEQN-6678,1.0,NC,-1.0,4,3.0
1444,FCEQN,FCEQN-6680,1.0,NC,-1.0,-1,-1.0
1445,FCEQN,FCEQN-6245,1.0,NC,-1.0,4,5.0
1446,FCEQN,FCEQN-6684,1.0,NC,-1.0,4,5.0
1447,FCEQN,FCEQN-6686,1.0,NC,-1.0,-1,-1.0
1448,FCEQN,FCEQN-6688,1.0,NC,-1.0,-1,-1.0
1449,FCEQN,FCEQN-6689,1.0,NC,-1.0,3,4.0
1450,FCEQN,FCEQN-6694,1.0,NC,-1.0,4,5.0
1451,FCEQN,FCEQN-6695,1.0,NC,-1.0,-1,-1.0
1452,FCEQN,FCEQN-6696,1.0,NC,-1.0,-1,-1.0
1453,FCEQN,FCEQN-6697,1.0,NC,-1.0,4,5.0
1454,FCEQN,FCEQN-6698,1.0,NC,-1.0,-1,-1.0
1455,FCEQN,FCEQN-6699,1.0,NC,-1.0,4,5.0
1456,FCEQN,FCEQN-6701,1.0,NC,-1.0,-1,-1.0
1457,FCEQN,FCEQN-6704,1.0,NC,-1.0,-1,-1.0
1458,FCEQN,FCEQN-6707,1.0,NC,-1.0,-1,-1.0
1459,FCEQN,FCEQN-5836,1.0,NC,2.0,-1,1.0
1460,FCEQN,FCEQN-6709,1.0,NC,-1.0,-1,-1.0
1461,FCEQN,FCEQN-6711,1.0,NC,-1.0,-1,1.0
1462,FCEQN,FCEQN-6712,1.0,NC,-1.0,4,3.0
1463,FCEQN,FCEQN-6713,1.0,NC,-1.0,-1,-1.0
1464,FCEQN,FCEQN-6716,1.0,NC,-1.0,-1,-1.0
1465,FCEQN,FCEQN-5135,1.0,NC,2.0,1,5.0
1466,FCEQN,FCEQN-6718,1.0,NC,1.0,-1,-1.0
1467,FCEQN,FCEQN-6719,1.0,NC,-1.0,-1,-1.0
1468,FCEQN,FCEQN-6720,1.0,NC,-1.0,-1,-1.0
1469,FCEQN,FCEQN-6721,1.0,NC,-1.0,-1,5.0
1470,FCEQN,FCEQN-6722,1.0,NC,-1.0,-1,-1.0
1471,FCEQN,FCEQN-6726,1.0,NC,-1.0,-1,-1.0
1472,FCEQN,FCEQN-6727,1.0,NC,-1.0,4,3.0
1473,FCEQN,FCEQN-6728,1.0,NC,1.0,4,3.0
1474,FCEQN,3138,1.0,S,4.0,-1,-1.0
1475,FCEQN,FCEQN-6731,1.0,NC,-1.0,4,3.0
1476,FCEQN,FCEQN-5198,1.0,NC,4.0,1,5.0
1477,FCEQN,FCEQN-6734,1.0,NC,-1.0,1,5.0
1478,FCEQN,FCEQN-6735,1.0,NC,-1.0,4,3.0
1479,FCEQN,FCEQN-6745,1.0,NC,1.0,4,3.0
1480,FCEQN,FCEQN-6748,1.0,NC,-1.0,4,3.0
1481,FCEQN,FCEQN-6750,1.0,NC,-1.0,-1,-1.0
1482,FCEQN,FCEQN-6752,2.0,NC,-1.0,4,5.0
1483,FCEQN,FCEQN-3607,1.0,NC,4.0,3,5.0
1484,FCEQN,FCEQN-6753,1.0,NC,-1.0,-1,7.0
1485,FCEQN,FCEQN-6754,1.0,NC,-1.0,-1,-1.0
1486,FCEQN,FCEQN-6755,1.0,NC,-1.0,-1,-1.0
1487,FCEQN,FCEQN-6756,1.0,NC,-1.0,4,5.0
1488,FCEQN,FCEQN-6758,1.0,NC,-1.0,4,3.0
1489,FCEQN,FCEQN-6757,1.0,NC,-1.0,4,5.0
1490,FCEQN,FCEQN-6759,1.0,NC,-1.0,-1,-1.0
1491,FCEQN,FCEQN-6761,1.0,NC,-1.0,-1,-1.0
1492,FCEQN,FCEQN-6764,1.0,NC,-1.0,-1,-1.0
1493,FCEQN,FCEQN-6766,1.0,NC,-1.0,4,1.0
1494,FCEQN,FCEQN-6771,1.0,NC,-1.0,-1,-1.0
1495,FCEQN,FCEQN-6772,1.0,NC,-1.0,4,5.0
1496,FCEQN,FCEQN-6773,1.0,NC,-1.0,1,5.0
1497,FCEQN,FCEQN-6776,1.0,NC,-1.0,-1,-1.0
1498,FCEQN,FCEQN-6779,1.0,NC,-1.0,1,5.0
1499,FCEQN,FCEQN-2614,1.0,NC,4.0,-1,-1.0
1500,FCEQN,FCEQN-3786,1.0,No,4.0,3,3.0
1501,FCEQN,FCEQN-6782,1.0,NC,-1.0,-1,-1.0
1502,FCEQN,FCEQN-6785,1.0,NC,-1.0,-1,4.0
1503,FCEQN,FCEQN-6786,1.0,NC,-1.0,-1,-1.0
1504,FCEQN,FCEQN-6788,1.0,NC,-1.0,-1,-1.0
1505,FCEQN,FCEQN-6789,1.0,NC,-1.0,-1,-1.0
1506,FCEQN,FCEQN-4803,2.0,1,4.0,3,3.0
1507,FCEQN,FCEQN-6791,1.0,NC,-1.0,-1,-1.0
1508,FCEQN,FCEQN-6792,1.0,NC,2.0,-1,-1.0
1509,FCEQN,FCEQN-6794,1.0,NC,-1.0,4,3.0
1510,FCEQN,FCEQN-6795,1.0,NC,-1.0,-1,-1.0
1511,FCEQN,FCEQN-5365,1.0,NC,4.0,1,5.0
1512,FCEQN,FCEQN-6800,1.0,NC,-1.0,4,4.0
1513,FCEQN,FCEQN-6801,1.0,NC,-1.0,1,5.0
1514,FCEQN,FCEQN-6802,1.0,NC,-1.0,-1,-1.0
1515,FCEQN,FCEQN-5147,1.0,NC,2.0,1,5.0
1516,FCEQN,FCEQN-6807,1.0,NC,-1.0,-1,-1.0
1517,FCEQN,FCEQN-6808,1.0,NC,-1.0,-1,-1.0
1518,FCEQN,FCEQN-6810,1.0,NC,1.0,4,5.0
1519,FCEQN,FCEQN-6811,1.0,NC,-1.0,-1,-1.0
1520,FCEQN,FCEQN-6813,1.0,NC,-1.0,4,3.0
1521,FCEQN,FCEQN-6816,1.0,NC,-1.0,-1,-1.0
1522,FCEQN,FCEQN-6817,1.0,NC,-1.0,-1,-1.0
1523,FCEQN,FCEQN-6818,1.0,NC,-1.0,-1,-1.0
1524,FCEQN,FCEQN-5349,1.0,NC,4.0,1,5.0
1525,FCEQN,FCEQN-6819,1.0,NC,-1.0,-1,7.0
1526,FCEQN,FCEQN-6820,1.0,NC,-1.0,-1,5.0
1527,FCEQN,FCEQN-6821,1.0,NC,-1.0,4,5.0
1528,FCEQN,FCEQN-1524,1.0,NC,4.0,-1,-1.0
1529,FCEQN,FCEQN-6825,1.0,NC,-1.0,3,5.0
1530,FCEQN,FCEQN-6827,1.0,NC,-1.0,-1,-1.0
1531,FCEQN,FCEQN-6149,1.0,NC,1.0,-1,1.0
1532,FCEQN,FCEQN-6829,1.0,NC,-1.0,-1,-1.0
1533,FCEQN,FCEQN-6831,2.0,NC,-1.0,4,5.0
1534,FCEQN,FCEQN-6834,1.0,NC,-1.0,-1,-1.0
1535,FCEQN,FCEQN-6835,1.0,NC,-1.0,-1,-1.0
1536,FCEQN,FCEQN-6836,1.0,NC,-1.0,4,5.0
1537,FCEQN,FCEQN-6838,1.0,NC,-1.0,4,4.0
1538,FCEQN,FCEQN-6839,1.0,NC,-1.0,-1,-1.0
1539,FCEQN,FCEQN-6840,1.0,NC,-1.0,1,5.0
1540,FCEQN,FCEQN-6842,6.0,NC,-1.0,1,3.0
1541,FCEQN,FCEQN-5290,1.0,NC,4.0,1,5.0
1542,FCEQN,FCEQN-6845,1.0,NC,-1.0,-1,-1.0
1543,FCEQN,FCEQN-6846,1.0,NC,-1.0,-1,-1.0
1544,FCEQN,FCEQN-6848,1.0,NC,-1.0,4,3.0
1545,FCEQN,FCEQN-5686,1.0,NC,4.0,3,5.0
1546,FCEQN,FCEQN-6850,1.0,NC,-1.0,1,5.0
1547,FCEQN,FCEQN-6853,1.0,NC,-1.0,4,3.0
1548,FCEQN,FCEQN-6854,1.0,NC,-1.0,-1,-1.0
1549,FCEQN,FCEQN-6855,1.0,NC,-1.0,-1,-1.0
1550,FCEQN,FCEQN-6857,1.0,NC,1.0,-1,-1.0
1551,FCEQN,FCEQN-6858,1.0,NC,-1.0,-1,-1.0
1552,FCEQN,FCEQN-6859,1.0,NC,-1.0,-1,-1.0
1553,FCEQN,FCEQN-6863,1.0,NC,-1.0,3,5.0
1554,FCEQN,FCEQN-5981,1.0,NC,-1.0,-1,1.0
1555,FCEQN,FCEQN-6867,1.0,NC,-1.0,-1,-1.0
1556,FCEQN,FCEQN-6868,1.0,NC,-1.0,3,4.0
1557,FCEQN,FCEQN-5656,1.0,NC,4.0,1,5.0
1558,FCEQN,FCEQN-5210,1.0,NC,4.0,1,6.0
